,cmplnt_num,cmplnt_fr_dt,crm_atpt_cptd_cd,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,susp_age_group,susp_race,susp_sex,vic_age_group,vic_race,vic_sex,latitude,longitude
133,339876579,2021-12-22T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,GRAND LARCENY,18-24,BLACK,F,UNKNOWN,UNKNOWN,D,40.83192719300007,-73.90848331099994
134,673169009,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,D,40.68036752100004,-73.84233400499993
135,285878699,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,BURGLARY,UNKNOWN,UNKNOWN,U,25-44,UNKNOWN,F,40.74471477800005,-73.70708670599998
136,331081520,2021-12-27T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,25-44,ASIAN / PACIFIC ISLANDER,M,25-44,BLACK,M,40.81331135300008,-73.93039761899996
137,415734864,2021-12-25T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,25-44,BLACK,M,25-44,WHITE HISPANIC,F,40.79581483100003,-73.93710106499998
138,863274924,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY OF MOTOR VEHICLE,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,40.66904724900007,-73.95197136499998
139,538755806,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,OPPOSITE OF,PETIT LARCENY,UNKNOWN,UNKNOWN,M,45-64,WHITE HISPANIC,F,40.762315800000074,-73.82744800199998
140,172209311,2021-12-05T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,25-44,BLACK,M,UNKNOWN,UNKNOWN,F,40.873097888000075,-73.90194705699997
141,704964791,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.690622013000045,-73.98523509799998
142,763503890,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,REAR OF,HARRASSMENT 2,45-64,BLACK,F,45-64,WHITE,M,40.83293161200004,-73.81981348699998
143,830739801,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,WHITE,M,45-64,WHITE,F,40.74544057400004,-73.90501485199997
144,690123939,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,M,45-64,BLACK HISPANIC,M,40.85907008700008,-73.89607877099996
145,964114455,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,ASIAN / PACIFIC ISLANDER,M,UNKNOWN,UNKNOWN,D,40.75417102900008,-73.982503147
146,822360567,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,UNKNOWN,U,18-24,WHITE HISPANIC,M,40.68735463300004,-73.97827668799994
147,683589964,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,M,25-44,WHITE,F,40.57564383700003,-73.95663179199995
148,866735125,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,M,25-44,UNKNOWN,M,40.672805424000046,-73.98328514199994
149,971169283,2021-12-08T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,WHITE HISPANIC,M,25-44,BLACK,F,40.82788868500006,-73.87519150199995
150,567387041,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.86218859900004,-73.89071248199998
151,427613475,2021-12-30T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,FRONT OF,DANGEROUS WEAPONS,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,40.657957922000044,-73.88266012399998
152,493146609,2021-12-19T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,40.70765068100008,-73.83459044299997
153,330713178,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,45-64,ASIAN / PACIFIC ISLANDER,M,25-44,WHITE HISPANIC,F,40.83933826800006,-73.89903332699998
154,562054798,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.85204555700005,-73.93174513099996
155,922401203,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,18-24,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,E,40.84165178600006,-73.89872261299998
156,719860651,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,FELONY ASSAULT,45-64,WHITE HISPANIC,M,25-44,UNKNOWN,E,40.81621929700003,-73.91970444299993
157,103897362,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.840556940000056,-73.928417514
158,600875807,2021-09-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,25-44,BLACK HISPANIC,M,25-44,BLACK,F,40.67638640300004,-73.85176375599997
159,861780147,2021-08-04T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,BLACK,M,45-64,UNKNOWN,M,40.69050605600006,-73.96828720899998
160,349481647,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,40.74513548900006,-73.91137777299997
161,889856478,2021-11-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,65+,BLACK,F,40.85286546400005,-73.88849388799997
162,363324745,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,UNKNOWN,BLACK,M,25-44,BLACK,M,40.67109615100002,-73.92385895099994
163,708909573,2021-12-20T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,VEHICLE AND TRAFFIC LAWS,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.747141413000065,-73.88867805999998
164,767197413,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY OF MOTOR VEHICLE,45-64,BLACK,M,25-44,BLACK HISPANIC,M,40.86735588200002,-73.927864415
165,210584103,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,18-24,BLACK,M,25-44,WHITE,M,40.68818505600007,-73.92376371599995
166,275947746,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,WHITE,U,25-44,WHITE HISPANIC,M,40.873391182000034,-73.88937427999997
167,122579457,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.73381985200007,-73.87163311999996
168,835758078,2021-12-28T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,40.703934925000056,-73.96393839599993
169,989068976,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FORGERY,45-64,UNKNOWN,M,UNKNOWN,UNKNOWN,E,40.579697913000075,-74.10039345099993
170,603590601,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,25-44,BLACK,M,UNKNOWN,UNKNOWN,E,40.809533401000074,-73.93788282599996
171,783439726,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,45-64,BLACK,M,40.67325021000005,-73.783235802
172,291897853,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,BLACK,M,<18,ASIAN / PACIFIC ISLANDER,M,40.70307489900005,-73.80791636699998
173,944927723,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,25-44,WHITE,M,<18,ASIAN / PACIFIC ISLANDER,M,40.62337808800004,-73.98948989299998
174,503593481,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,18-24,BLACK,M,25-44,ASIAN / PACIFIC ISLANDER,M,40.582620261000045,-73.98629580399995
175,857119126,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,VEHICLE AND TRAFFIC LAWS,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.823258055000046,-73.88276248199998
176,373314562,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,45-64,BLACK,F,25-44,WHITE,F,40.85315794600007,-73.90560205499997
177,843949635,2021-12-22T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,25-44,BLACK,F,<18,WHITE HISPANIC,F,40.86607851200006,-73.89438301399997
178,536569345,2021-12-15T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,BLACK,F,UNKNOWN,UNKNOWN,D,40.576162014000026,-73.95509435499997
179,648875463,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,BLACK,U,UNKNOWN,UNKNOWN,D,40.64886713300007,-73.95082189999994
180,108927031,2021-12-31T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE,M,25-44,WHITE HISPANIC,F,40.74016077500005,-73.97657424399995
181,514069725,2021-12-16T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,UNKNOWN,M,45-64,ASIAN / PACIFIC ISLANDER,F,40.62969624700002,-74.01380320699997
182,383691526,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.817712090000036,-73.915396145
183,231715235,2021-12-29T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.71184274700005,-73.99912852899996
184,922678518,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,WHITE,M,25-44,WHITE,F,40.59986272500004,-73.94711650599999
185,515572078,2021-12-20T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,THEFT-FRAUD,45-64,WHITE,F,45-64,ASIAN / PACIFIC ISLANDER,M,40.76022265300003,-73.82274634799995
186,759864476,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,DANGEROUS WEAPONS,65+,BLACK,M,UNKNOWN,UNKNOWN,E,40.623188378000066,-74.14923769499995
187,249032503,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.781442586000026,-73.98129717499995
188,305877134,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,18-24,WHITE,F,40.74830986300003,-73.88783880399995
189,852044382,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,45-64,BLACK HISPANIC,M,45-64,BLACK HISPANIC,F,40.870265001000064,-73.89835723899995
190,291843268,2021-12-02T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,BLACK,M,65+,ASIAN / PACIFIC ISLANDER,F,40.75053829700005,-73.75619321699997
191,852025644,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,F,UNKNOWN,UNKNOWN,M,40.76165780300005,-73.92123940399993
192,980581494,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,18-24,BLACK,M,40.639907734000076,-73.94985203299996
193,956552884,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,25-44,WHITE HISPANIC,M,25-44,WHITE,F,40.80138711500007,-73.91258512599995
194,677526242,2021-12-06T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,25-44,BLACK HISPANIC,M,40.85557168400004,-73.86766034499993
195,737614955,2021-05-15T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,45-64,UNKNOWN,M,40.735222590000035,-73.99840294499995
196,413358257,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.62506192400008,-73.92171760099995
197,569865593,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,25-44,BLACK,M,25-44,BLACK,M,40.742237852000066,-73.99119251599996
198,716973189,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,F,40.59071666400007,-74.16578889299996
199,193432144,2021-12-25T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,FRONT OF,FELONY ASSAULT,UNKNOWN,BLACK,M,25-44,BLACK,F,40.69439538900008,-73.98062920999998
200,793888997,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,25-44,ASIAN / PACIFIC ISLANDER,F,25-44,WHITE,F,40.61794573600001,-74.13130950499993
201,285941645,2021-10-07T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,BLACK,M,45-64,BLACK,M,40.67198279400003,-73.727990429
202,819615325,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,M,25-44,WHITE,F,40.733575468000026,-73.99195500499997
203,152662618,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,M,40.670571144000064,-73.87074187999998
204,428108781,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,OPPOSITE OF,ASSAULT 3 & RELATED OFFENSES,45-64,BLACK,M,25-44,WHITE,F,40.588153361000025,-74.09210720699997
205,186639466,2021-12-21T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,25-44,BLACK,F,45-64,WHITE HISPANIC,F,40.87419065500006,-73.90911578099998
206,635140304,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,40.86185538700005,-73.89245918699999
207,925689083,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,FELONY ASSAULT,UNKNOWN,WHITE HISPANIC,U,25-44,BLACK,M,40.67000458300004,-73.90984821499995
208,656460443,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,BLACK,M,45-64,WHITE HISPANIC,M,40.62714476600007,-74.15663531199993
209,197949888,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,THEFT-FRAUD,UNKNOWN,UNKNOWN,U,18-24,WHITE,M,40.547285557000066,-74.17501490999997
210,854057736,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,45-64,BLACK,M,UNKNOWN,UNKNOWN,E,40.80176203400004,-73.931204327
211,484205155,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,25-44,ASIAN / PACIFIC ISLANDER,M,UNKNOWN,UNKNOWN,M,40.65950864300004,-73.92119781299994
212,945496378,2021-12-23T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,D,40.739759650000046,-74.00252386299998
213,403712686,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,M,45-64,WHITE HISPANIC,M,40.693151906000026,-73.92199466299998
214,292094845,2021-12-08T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,WHITE HISPANIC,U,45-64,BLACK,F,40.64247643500005,-73.92405375899993
215,127512740,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,UNKNOWN,UNKNOWN,U,25-44,UNKNOWN,M,40.68032072500005,-73.86843355999997
216,831510062,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,WHITE HISPANIC,M,<18,WHITE,F,40.76650863200007,-73.98236272499997
217,994240950,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,FELONY ASSAULT,25-44,WHITE HISPANIC,M,<18,WHITE HISPANIC,F,40.63331850100008,-73.96804056599996
218,277865400,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,INTOXICATED & IMPAIRED DRIVING,25-44,WHITE HISPANIC,F,UNKNOWN,UNKNOWN,E,40.82853137300003,-73.89794763099997
219,705720154,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,65+,UNKNOWN,F,45-64,ASIAN / PACIFIC ISLANDER,F,40.75047432900004,-73.79216632099997
220,517476623,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,18-24,WHITE,U,25-44,BLACK HISPANIC,F,40.829632084000025,-73.86824311899994
221,235678383,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,25-44,BLACK HISPANIC,F,25-44,BLACK,M,40.65958967300003,-73.89246447599999
222,783894847,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,BLACK,M,25-44,WHITE HISPANIC,M,40.85328009600005,-73.88587248599998
223,111189775,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY OF MOTOR VEHICLE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.84649770300007,-73.89132740699995
224,993645638,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,BLACK HISPANIC,M,25-44,WHITE,M,40.75783900300007,-73.99121211099998
225,923568487,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,WHITE HISPANIC,M,UNKNOWN,BLACK HISPANIC,D,40.86185538700005,-73.89245918699999
226,909949237,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.77841252300004,-73.98208876999998
227,932614337,2021-12-07T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,45-64,WHITE,M,25-44,WHITE HISPANIC,F,40.61171147300007,-73.74801294199995
228,353497523,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,25-44,BLACK,M,25-44,BLACK,F,40.64280872900008,-73.95596115499995
229,649103205,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,25-44,BLACK,F,65+,BLACK,M,40.822207280000036,-73.93087607899997
230,406567116,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,25-44,BLACK,M,18-24,WHITE,M,40.62215389700003,-74.02728485599994
231,179153016,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,WHITE HISPANIC,M,45-64,BLACK,F,40.671246534000026,-73.86609385299994
232,416281780,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,F,<18,WHITE HISPANIC,F,40.73381985200007,-73.87163311999996
233,975381581,2021-04-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,SEX CRIMES,45-64,BLACK,F,25-44,WHITE,F,40.784059874000036,-73.97502051299993
234,572288072,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,25-44,BLACK,U,25-44,BLACK,M,40.82281266700004,-73.90934131299997
235,826755518,2021-12-07T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,UNKNOWN,UNKNOWN,U,65+,UNKNOWN,M,40.751738368000076,-73.97777927299995
236,385353618,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,18-24,BLACK,M,45-64,BLACK,M,40.84897697100007,-73.86837468399995
237,876418029,2021-12-28T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,ROBBERY,45-64,BLACK,M,25-44,BLACK,F,40.82266034500003,-73.86810878499993
238,797058965,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,40.718514334000076,-73.98536600299997
239,163694882,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,40.694372886000046,-73.95799702799998
240,520718489,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,F,40.72816547700006,-73.99092016999998
241,796537400,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE HISPANIC,M,65+,BLACK,F,40.66552063200004,-73.95299760699999
242,607563816,2021-12-24T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.82650984800006,-73.89946470899997
243,673892764,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE,F,25-44,BLACK,M,40.67111083400005,-73.91356336299998
244,369577072,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,18-24,BLACK,F,25-44,BLACK,M,40.83855090900005,-73.90939937399997
245,591536172,2021-12-28T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,40.82772889100005,-73.88797232399996
246,603084262,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,BURGLARY,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,40.67039952700002,-73.95662425699999
247,204493780,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,F,45-64,ASIAN / PACIFIC ISLANDER,F,40.729883100000045,-73.98518671199997
248,994827706,2021-11-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,18-24,WHITE,M,25-44,UNKNOWN,F,40.75288388000007,-73.98343468899996
249,768773358,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,ASIAN / PACIFIC ISLANDER,F,18-24,ASIAN / PACIFIC ISLANDER,M,40.580031279000025,-73.96006691799995
