,cmplnt_num,cmplnt_fr_dt,crm_atpt_cptd_cd,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,susp_age_group,susp_race,susp_sex,vic_age_group,vic_race,vic_sex,latitude,longitude
367,770926725,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY OF MOTOR VEHICLE,25-44,WHITE HISPANIC,F,45-64,WHITE HISPANIC,M,40.81840053100007,-73.90424956199998
368,321348267,2021-12-31T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,45-64,BLACK,M,25-44,BLACK,F,40.65763540800003,-73.88131994199995
369,151576942,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,POSSESSION OF STOLEN PROPERTY,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,M,40.866418569000075,-73.92155642099993
370,163571822,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,<18,BLACK,F,25-44,WHITE,F,40.64792721800006,-73.95458118699997
371,585781653,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,45-64,WHITE,M,25-44,WHITE HISPANIC,F,40.61374465500006,-74.08660656099994
372,475327185,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,OPPOSITE OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,M,45-64,BLACK,M,40.69892587400005,-73.92888333599996
373,274118318,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,40.636507513000026,-74.03347351099995
374,872053168,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,BLACK,M,25-44,WHITE HISPANIC,F,40.70562495200004,-73.92744430599998
375,683985941,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,<18,WHITE HISPANIC,F,UNKNOWN,UNKNOWN,D,40.80719918600005,-73.91835350199995
376,948648187,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,25-44,BLACK,M,18-24,BLACK,F,40.665508215000045,-73.756327388
377,693719140,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,WHITE,M,25-44,WHITE,M,40.77787548700008,-73.94865410299997
378,757987099,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,D,40.72672466100005,-73.85326091099995
379,242023393,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,45-64,BLACK,M,25-44,BLACK HISPANIC,M,40.60526133700006,-73.98087114899994
380,982432707,2021-12-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F,40.75041829600008,-73.87496128899994
381,264959264,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,18-24,BLACK,F,40.65885572600007,-73.92169596799994
382,145508557,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,BURGLARY,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,D,40.879556723000064,-73.87423024299993
383,724404502,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,VEHICLE AND TRAFFIC LAWS,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.69099688500006,-73.80086541999998
384,163083063,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,SEX CRIMES,UNKNOWN,UNKNOWN,U,<18,WHITE HISPANIC,F,40.76930608700008,-73.91550817999997
385,855173649,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,40.71005567100008,-74.00739939599998
386,429207930,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,UNKNOWN,BLACK,M,25-44,BLACK,F,40.631257160000075,-73.94599639799998
387,401352252,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,BURGLARY,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F,40.64479489800004,-73.96061552599997
388,986024746,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,OPPOSITE OF,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,40.82628213200008,-73.92070763799995
389,614511419,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,18-24,BLACK,M,25-44,BLACK,M,40.66640990800005,-73.95291767799995
390,274643400,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,OPPOSITE OF,PETIT LARCENY,45-64,BLACK,M,65+,WHITE,M,40.57460019200005,-73.86197517899996
391,467595003,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FORGERY,18-24,BLACK,F,UNKNOWN,UNKNOWN,E,40.75865301700002,-73.98134327899999
392,879863232,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,DANGEROUS DRUGS,25-44,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,E,40.63482253700005,-74.14575445399998
393,180767304,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,BLACK,M,25-44,ASIAN / PACIFIC ISLANDER,M,40.82549764000004,-73.95127310099997
394,225772691,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,OPPOSITE OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.59769603700005,-73.74906329599996
395,500934384,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,25-44,WHITE,F,45-64,ASIAN / PACIFIC ISLANDER,M,40.625145951000036,-74.00777903999993
396,867603886,2020-08-01T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,M,25-44,BLACK HISPANIC,M,40.81516668100004,-73.91773679499995
397,296872933,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL TRESPASS,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,40.691956351000044,-73.98857036999993
398,210220498,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,MISCELLANEOUS PENAL LAW,UNKNOWN,AMERICAN INDIAN/ALASKAN NATIVE,M,UNKNOWN,UNKNOWN,E,40.86401459800004,-73.85857985699994
399,569140597,2021-12-31T00:00:00.000,ATTEMPTED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.81077873900006,-73.90799219599995
400,663800505,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,18-24,WHITE HISPANIC,M,<18,BLACK,F,40.62732183600008,-73.94181704999993
401,239263432,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,BURGLARY,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,40.76164571800007,-73.98843928999997
402,411777533,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,25-44,WHITE HISPANIC,F,45-64,WHITE HISPANIC,M,40.82559010500006,-73.90906653499997
403,565610637,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,45-64,ASIAN / PACIFIC ISLANDER,M,45-64,WHITE,F,40.73409982700008,-74.00624019599996
404,346541698,2020-12-15T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.81985635500007,-73.92014083499998
405,530697334,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.73275904100007,-73.98131444599994
406,143071722,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,BLACK,M,18-24,BLACK,F,40.88392791300004,-73.90132352399996
407,145906156,2021-12-04T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.747516932000046,-73.86048008999995
408,238153530,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,25-44,WHITE HISPANIC,F,25-44,ASIAN / PACIFIC ISLANDER,M,40.73077587500006,-73.99282850899993
409,514862386,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,BLACK,M,25-44,BLACK,F,40.86015882100002,-73.870731317
410,183357918,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,BURGLARY,25-44,WHITE HISPANIC,M,25-44,WHITE,D,40.70172740700008,-73.83265038899998
411,708871766,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,MISCELLANEOUS PENAL LAW,UNKNOWN,WHITE,U,18-24,BLACK,M,40.83044253800006,-73.871349147
412,389522764,2021-12-23T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,25-44,BLACK,F,45-64,BLACK,F,40.837001024000074,-73.90370600899996
413,831232170,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,WHITE HISPANIC,M,25-44,WHITE,M,40.60180327300003,-73.98331371799998
414,493345829,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,25-44,BLACK,M,25-44,WHITE,M,40.80837413600005,-73.94688582299993
415,312579396,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,25-44,WHITE,M,40.65421463600006,-73.95957562499996
416,953272615,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,65+,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,D,40.755025653000075,-73.99140739099995
417,180124322,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,BLACK HISPANIC,M,25-44,WHITE HISPANIC,M,40.749394000000045,-73.86955673399994
418,719059532,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,OPPOSITE OF,HARRASSMENT 2,UNKNOWN,BLACK,F,65+,WHITE,M,40.563512005000064,-74.13264574499993
419,730156689,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,45-64,WHITE,M,45-64,WHITE HISPANIC,M,40.577883335000074,-74.00697796499998
420,568874243,2021-12-09T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,45-64,BLACK,F,25-44,WHITE,F,40.820652506000044,-73.95636012799997
421,104752932,2021-12-22T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,45-64,WHITE,M,25-44,BLACK,F,40.63676218200004,-73.92057612699995
422,992748324,2021-12-30T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,18-24,BLACK,M,UNKNOWN,UNKNOWN,D,40.745301320000074,-73.99848931699995
423,991133218,2021-12-01T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,25-44,ASIAN / PACIFIC ISLANDER,M,25-44,WHITE,F,40.63975898900002,-74.01051196799993
424,835835260,2021-02-01T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,BLACK,F,65+,BLACK,M,40.64340027300005,-73.94636492599993
425,398264386,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,25-44,BLACK,M,25-44,WHITE HISPANIC,F,40.83341832600007,-73.91300198099998
426,767281536,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,WHITE HISPANIC,M,25-44,BLACK,F,40.71156874200005,-73.94475542699998
427,125455703,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,45-64,ASIAN / PACIFIC ISLANDER,M,UNKNOWN,UNKNOWN,D,40.85279649200004,-73.90331082299997
428,640522862,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,45-64,WHITE,M,25-44,WHITE,F,40.880943794000075,-73.91804235099994
429,398436627,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.75927874300004,-73.98088828799997
430,821424617,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,18-24,WHITE HISPANIC,M,25-44,WHITE,F,40.86308649800003,-73.92569263699994
431,376151626,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,40.68767072700007,-73.83406668499998
432,432370790,2021-12-24T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,BLACK,M,25-44,BLACK,F,40.79705615700004,-73.96447666399997
433,372676507,2021-12-13T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,BLACK,F,25-44,WHITE HISPANIC,F,40.85671129100007,-73.89189995599996
434,993394130,2021-11-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,18-24,BLACK,F,40.682000963000064,-73.94822315299997
435,785558638,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,BLACK,F,18-24,BLACK,F,40.76303958000005,-73.87582201199997
436,258827608,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,UNKNOWN,BLACK,M,65+,WHITE,F,40.584098847000064,-73.93542115599996
437,721372298,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE HISPANIC,M,25-44,BLACK,F,40.863834998000065,-73.82202188499997
438,308828642,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OPPOSITE OF,GRAND LARCENY,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,40.807780622000045,-73.94548472699995
439,222211195,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,F,25-44,WHITE,M,40.68481436100007,-73.98763773499996
440,115167285,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,18-24,BLACK,M,25-44,WHITE HISPANIC,F,40.72794842100007,-73.73967554699995
441,403623186,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,45-64,WHITE,M,UNKNOWN,UNKNOWN,D,40.74963500900003,-73.90556828799998
442,931753961,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,18-24,BLACK,M,45-64,BLACK HISPANIC,F,40.83237722100006,-73.89851629999998
443,844766066,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,UNKNOWN,U,25-44,BLACK HISPANIC,F,40.638389464000056,-74.16499934799998
444,118324847,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.86218859900004,-73.89071248199998
445,626165727,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,OPPOSITE OF,CRIMINAL MISCHIEF & RELATED OF,18-24,WHITE HISPANIC,F,25-44,WHITE,F,40.75853263800008,-73.92707985999994
446,363870058,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,BLACK,U,25-44,BLACK,M,40.85670480300007,-73.89377974199994
447,429622041,2021-12-31T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,FELONY,INSIDE,GRAND LARCENY,18-24,BLACK,M,45-64,ASIAN / PACIFIC ISLANDER,F,40.61356174100007,-73.98175120699995
448,377031648,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,25-44,BLACK HISPANIC,M,65+,ASIAN / PACIFIC ISLANDER,M,40.754802015000045,-73.78722233699995
449,719868663,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,BLACK,M,65+,WHITE HISPANIC,F,40.82677362900005,-73.824126413
450,874286127,2021-12-01T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,65+,WHITE,F,40.90785494500005,-73.90657712599993
451,372483706,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,BLACK,M,45-64,WHITE HISPANIC,M,40.75185030700004,-73.87427284099994
452,679459360,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,40.745391925000035,-73.95649242799993
453,681310509,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,40.57311288300008,-73.99330257999998
454,818837010,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,45-64,BLACK,M,25-44,BLACK,M,40.67799650800004,-73.79865454999998
455,993771061,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,25-44,BLACK,M,25-44,WHITE,M,40.862477943000044,-73.91124310099997
456,321595062,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,DANGEROUS DRUGS,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,40.669033626000044,-73.89756082999997
457,692372054,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,BLACK,U,25-44,BLACK,F,40.859025357000064,-73.90467188199995
458,915364424,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.59212193500008,-73.94613606499998
459,619026986,2021-12-22T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,25-44,BLACK,M,40.813935836000034,-73.90882957399998
460,303887123,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,M,45-64,BLACK,F,40.66791021000005,-73.79291022299998
461,707607229,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,18-24,BLACK,M,65+,WHITE,M,40.779516436000044,-73.98589060299997
462,828123323,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,40.86218859900004,-73.89071248199998
463,188732782,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.70934848500008,-73.87752712999998
464,447593292,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,REAR OF,GRAND LARCENY OF MOTOR VEHICLE,45-64,WHITE HISPANIC,U,25-44,WHITE,M,40.842792471000045,-73.83383517799997
465,874633603,2021-12-02T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,25-44,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,D,40.740626761000044,-74.00771313699995
466,213900137,2021-12-20T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,WHITE HISPANIC,M,25-44,BLACK,F,40.66092425800008,-73.94920187099996
467,536295845,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,25-44,WHITE HISPANIC,M,<18,BLACK,M,40.64173351900007,-73.92546349699995
468,333316592,2021-12-31T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F,40.69979726200007,-73.98166990199996
469,300502224,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,18-24,WHITE,M,40.60881425200006,-73.94293164399994
470,188079136,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,45-64,BLACK,M,UNKNOWN,UNKNOWN,D,40.72558644700007,-73.95130646399997
471,162879717,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,BURGLARY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.81216603900003,-73.94412643699997
472,808724892,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,WHITE HISPANIC,M,45-64,BLACK,M,40.688243340000035,-73.79127132799994
473,435247474,2021-12-26T00:00:00.000,ATTEMPTED,N.Y. POLICE DEPT,FELONY,INSIDE,BURGLARY,25-44,UNKNOWN,M,45-64,ASIAN / PACIFIC ISLANDER,M,40.76233615600006,-73.76054681999993
474,219743393,2021-12-25T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,18-24,WHITE HISPANIC,F,18-24,WHITE HISPANIC,M,40.76904847400005,-73.99047415399998
475,889083438,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,45-64,WHITE,M,25-44,WHITE HISPANIC,F,40.68778539600004,-73.86986475499998
476,492486376,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,18-24,BLACK,M,UNKNOWN,UNKNOWN,D,40.80719918600005,-73.91835350199995
477,410299565,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.725171296000035,-74.00141570999993
478,944724608,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,F,45-64,WHITE,M,40.731231325000074,-74.00963518899994
479,237615449,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,BLACK,F,25-44,ASIAN / PACIFIC ISLANDER,M,40.77099727500007,-73.990914332
480,118721086,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,25-44,BLACK,M,65+,BLACK,F,40.820152075000074,-73.89227367099994
481,887766755,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,45-64,BLACK,M,25-44,BLACK,F,40.66619240800003,-73.88013321299998
482,862111319,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,F,40.78182730700007,-73.94732225099993
483,896106785,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,45-64,UNKNOWN,M,25-44,UNKNOWN,F,40.76279024600007,-73.92362778799998
484,445928272,2021-12-12T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.64410021000003,-73.95987362999993
